scenario,protocol,architecture,traffic_level,num_spots,sim_duration_s,access_loss,backhaul_loss,agg_interval_s,mqtt_qos,coap_mode,amqp_exchange,amqp_ack,amqp_durable,heartbeat_interval_s,n_runs,seeds,metric,mean,std,ci95_low,ci95_high,ci95_halfwidth
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p50_ms,113.386,0.314929,112.995027,113.776973,0.390973
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p95_ms,176.488,1.121392,175.095831,177.880169,1.392169
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p99_ms,1129.854,2.502205,1126.7476,1132.9604,3.1064
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,e2e_unique_delivery_ratio,0.91076,0.003471,0.906451,0.915069,0.004309
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,cloud_reflection_ratio,0.9796,0.009633,0.967641,0.991559,0.011959
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,physical_delivery_ratio,0.92234,0.001435,0.920559,0.924121,0.001781
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,backhaul_delivery_ratio,1.0,0.0,1.0,1.0,0.0
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,message_reduction_ratio,0.46606,0.001369,0.464361,0.467759,0.001699
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,aggregation_ratio,1.0,0.0,1.0,1.0,0.0
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_bytes_sent,4973653.2,35060.169277,4930127.229014,5017179.170986,43525.970986
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_sent,20654.4,132.417144,20490.008758,20818.791242,164.391242
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_delivered,20654.0,132.440553,20489.579697,20818.420303,164.420303
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_e2c_sent,3274357.4,20040.042023,3249478.39041,3299236.40959,24879.00959
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_s2e_sent,778129.8,2792.320755,774663.231678,781596.368322,3466.568322
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_retransmissions,1300.2,31.027407,1261.680562,1338.719438,38.519438
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_duplicate_deliveries,636.2,29.600676,599.451799,672.948201,36.748201
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,unique_state_changes_applied_at_cloud,14549.2,129.744749,14388.126442,14710.273558,161.073558
B7_amqp_manual_durable,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,duplicate_events_at_cloud,0.0,0.0,0.0,0.0,0.0
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_mean_ms,144.926,0.736091,144.012169,145.839831,0.913831
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p50_ms,114.404,0.337683,113.984778,114.823222,0.419222
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p95_ms,177.66,1.089495,176.30743,179.01257,1.35257
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p99_ms,1132.364,1.996605,1129.885285,1134.842715,2.478715
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,e2e_unique_delivery_ratio,0.91084,0.003422,0.906592,0.915088,0.004248
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,cloud_reflection_ratio,0.9792,0.009445,0.967475,0.990925,0.011725
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,physical_delivery_ratio,0.92218,0.001386,0.920459,0.923901,0.001721
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,backhaul_delivery_ratio,1.0,0.0,1.0,1.0,0.0
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,message_reduction_ratio,0.46606,0.001369,0.464361,0.467759,0.001699
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,aggregation_ratio,1.0,0.0,1.0,1.0,0.0
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_bytes_sent,5128065.6,36347.819299,5082941.056654,5173190.143346,45124.543346
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_sent,20654.4,132.417144,20490.008758,20818.791242,164.391242
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_delivered,20653.8,132.405438,20489.423291,20818.176709,164.376709
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_e2c_sent,3274357.4,20040.042023,3249478.39041,3299236.40959,24879.00959
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_s2e_sent,778129.8,2792.320755,774663.231678,781596.368322,3466.568322
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_retransmissions,1303.2,32.422215,1262.948957,1343.451043,40.251043
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_duplicate_deliveries,635.8,29.1067,599.665052,671.934948,36.134948
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,unique_state_changes_applied_at_cloud,14550.6,129.914587,14389.315594,14711.884406,161.284406
B8_amqp_topic,amqp,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,topic,manual,True,900.0,5,1000;1001;1002;1003;1004,duplicate_events_at_cloud,0.0,0.0,0.0,0.0,0.0
